unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
115	WATER_MAG_00005	M00617	Methanogen	Signature modules	Module set	Metabolic capacity	M00567,M00357,M00356,M00563	0.2	FALSE	K01895	16333;7459;11471	None
116	WATER_MAG_00005	M00618	Acetogen	Signature modules	Module set	Metabolic capacity	M00377 M00579	0.142857143	FALSE	K01491,K01938	19557;9394;26598	No KOfam profile for M00377,No KOfam profile for M00579
0	WATER_Bin_00013	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00844,K12407,K00845,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.8	TRUE	K01689,K01803,K00850,K01810,K00134,K15633,K01624,K00927	11893;21074;22759;366;12744;60249;60488;39963;57341;57402;58751;57401;56778;57989;2959;10477	None
1	WATER_Bin_00013	M00002	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.833333333	TRUE	K01689,K01803,K00134,K15633,K00927	11893;21074;22759;60249;60488;39963;57341;58751;57401;10477	None
2	WATER_Bin_00013	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)	1	TRUE	K01689,K03841,K01803,K00134,K01610,K15633,K01624,K00927	11893;21074;30184;22759;60249;43845;49722;43356;60488;39963;57341;57402;58751;57401;10477;26470	None
3	WATER_Bin_00013	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737	1	TRUE	K00163,K03737,K00382	9022;8777;14230;9899;56951;35688;24413	None
4	WATER_Bin_00013	M00009	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030) (K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.708333333	FALSE	K00242,K00240,K00241,K01647,K01682,K00024,K01676,K00116,K00382,K00164,K00658	7239;24669;7238;7237;19240;58228;65026;34090;48203;24413;35569;35661;49553;52070;60544	None
5	WATER_Bin_00013	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030)	0.666666667	FALSE	K01647,K01682	7237;19240;34090;35569	None
6	WATER_Bin_00013	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.733333333	FALSE	K00242,K00240,K00241,K00024,K01676,K00116,K00382,K00164,K00658	7239;24669;7238;58228;65026;48203;24413;35661;49553;52070;60544	None
7	WATER_Bin_00013	M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)	0.75	TRUE	K00615,K01807,K01810,K00033,K01057,K00616	26472;14101;33063;12744;54564;52851;45308;57099;55023;56778;57989;2959;59902	None
8	WATER_Bin_00013	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033	0.666666667	FALSE	K00033,K01057	54564;52851	None
9	WATER_Bin_00013	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00615 (K00616,K13810) K01783 (K01807,K01808)	0.75	TRUE	K00615,K01807,K00616	26472;14101;33063;45308;57099;55023;59902	None
10	WATER_Bin_00013	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K08094 (K08093,K13812),K13831) K01807	0.5	FALSE	K01807	33063;55023;59902	None
11	WATER_Bin_00013	M00005	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00948	1	TRUE	K00948	13803;42705	None
12	WATER_Bin_00013	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00036 (K01057,K07404) K01690 K01625	0.25	FALSE	K01057	52851	None
13	WATER_Bin_00013	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K05308 K00874 K01625 (K00134 K00927,K00131,K18978)	0.4	FALSE	K00134,K00927	60249;57401;10477	None
14	WATER_Bin_00013	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01684 K00883 K01631 K00134 K00927	0.6	FALSE	K00134,K01684,K00927	60249;33601;57401;10477;52862	None
15	WATER_Bin_00013	M00855	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)	0.333333333	FALSE	K01835	11679	None
16	WATER_Bin_00013	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K00845,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)	0.333333333	FALSE	K01835	11679	None
17	WATER_Bin_00013	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972	0.333333333	FALSE	K01810,K00820	12744;56778;57989;2959;55524	None
18	WATER_Bin_00013	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00845 (K01810,K13810,K15916) K00820 K03431 K04042	0.8	TRUE	K04042,K01810,K03431,K00820	25472;12744;56778;57989;1495;2959;55524	None
19	WATER_Bin_00013	M00012	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)	1	TRUE	K01647,K01682,K01638,K00024,K01637	7237;19240;33747;37415;58228;34090;59464;35569	None
20	WATER_Bin_00013	M00373	Ethylmalonyl pathway	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847	0.166666667	FALSE	K00626,K17865	15721;32053;47317	None
21	WATER_Bin_00013	M00740	Methylaspartate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024	0.181818182	FALSE	K01647,K00024	7237;58228;34090;35569	None
22	WATER_Bin_00013	M00532	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437	0.4	FALSE	K02437,K00605,K00281,K01601,K00600,K15918,K00382	7069;15906;12132;44454;39152;53507;53506;54781;13550;24413;39417	None
23	WATER_Bin_00013	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01106 K01107 K01109 K01092	0.25	FALSE	K01092	29185	None
24	WATER_Bin_00013	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.909090909	TRUE	K03841,K00615,K00855,K01807,K00134,K01601,K01624,K00927	30184;26472;14101;26471;33063;60249;39152;43356;57099;57402;57401;55023;10477;26470;59902	No KOfam profile for M00165
25	WATER_Bin_00013	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)	1	TRUE	K00855,K00134,K01601,K00927	26471;60249;39152;57401;10477	None
26	WATER_Bin_00013	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules	Energy metabolism	Carbon fixation	(K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.857142857	TRUE	K03841,K00615,K01807,K01624	30184;26472;14101;33063;43356;57099;57402;55023;26470;59902	None
27	WATER_Bin_00013	M00168	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	K01595 (K00025,K00026,K00024)	1	TRUE	K01595,K00024	2960;2961;58228	None
28	WATER_Bin_00013	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K00051 K00029 K01006	0.25	FALSE	K01595	2960;2961	None
29	WATER_Bin_00013	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006	0.142857143	FALSE	K01595	2960;2961	None
30	WATER_Bin_00013	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 K01610	0.5	FALSE	K01595,K01610	2960;2961;43845;49722	None
31	WATER_Bin_00013	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)	0.5	FALSE	K00242,K00240,K00241,K03737,K01682,K01595,K00024,K01676	7239;24669;7238;14230;9899;19240;2960;2961;58228;65026	No KOfam profile for M00173
32	WATER_Bin_00013	M00376	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709	0.108974359	FALSE	K00240,K00241,K02160,K01962,K01963	24669;7238;60770;44380;48713;53494;36352	No KOfam profile for M00376
33	WATER_Bin_00013	M00375	Hydroxypropionate-hydroxybutylate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626	0.071428571	FALSE	K00626	15721;32053	None
34	WATER_Bin_00013	M00374	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626	0.269230769	FALSE	K00240,K00241,K01595,K00024,K00626	24669;7238;2960;2961;58228;15721;32053	None
35	WATER_Bin_00013	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)	0.142857143	FALSE	K00024	58228	None
36	WATER_Bin_00013	M00567	Methanogenesis, CO2 => methane	Pathway modules	Energy metabolism	Methane metabolism	(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204)) K00672 K01499 (K00319,K13942) K00320 (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	0.025	FALSE	K00202	27085;42977	None
37	WATER_Bin_00013	M00346	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691	0.444444444	FALSE	K01689,K01595,K00024,K00600	11893;21074;2960;2961;58228;54781	None
38	WATER_Bin_00013	M00345	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	(((K08093,K13812) K08094),K13831) (K00850,K16370) K01624	0.666666667	FALSE	K00850,K01624	366;57402	None
39	WATER_Bin_00013	M00344	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	K17100 K00863 K01624 K03841	0.5	FALSE	K03841,K01624	30184;43356;57402;26470	None
40	WATER_Bin_00013	M00935	Methanofuran biosynthesis	Pathway modules	Energy metabolism	Methane metabolism	K09733 K19793 K07144 K18933 K06914 K07072	0.166666667	FALSE	K18933	58234	None
41	WATER_Bin_00013	M00530	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)	1	TRUE	K00374,K00362,K00363,K00370,K00371	7350;28417;28418;196;254;57564;47316;50404	None
42	WATER_Bin_00013	M00529	Denitrification, nitrate => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376	0.25	FALSE	K00374,K00370,K00371	7350;196;254;57564;47316;50404	None
43	WATER_Bin_00013	M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules	Energy metabolism	Nitrogen metabolism	K10944+K10945+K10946 K10535 K00370+K00371	0.333333333	FALSE	K00370,K00371	196;254;57564;47316;50404	None
44	WATER_Bin_00013	M00176	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	(K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)	0.333333333	FALSE	K00957,K00381	52873;59883	No KOfam profile for M00176
45	WATER_Bin_00013	M00596	Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	K00958 (K00394+K00395) (K11180+K11181)	0.333333333	FALSE	K11180,K00394	10907;35433	None
46	WATER_Bin_00013	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Pathway modules	Energy metabolism	Sulfur metabolism	K17222+K17223+K17224-K17225-K22622+K17226+K17227	1	TRUE	K22622,K17226,K17227,K17223,K17222,K17225,K17224	28855;10709;28853;647;648;10710;28852;28854;646;28851;46347;46348;10708;28856;41109	None
47	WATER_Bin_00013	M00144	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343	0.214285714	FALSE	K00334,K00332,K00333	42106;64551;44233;64550	None
48	WATER_Bin_00013	M00149	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00241+(K00242,K18859,K18860)+K00239+K00240	0.75	TRUE	K00242,K00240,K00241	7239;24669;7238	None
49	WATER_Bin_00013	M00151	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	1	TRUE	K00413,K00412,K00411	24083;22566;22567;17905;51184;62933;22565;24084	None
50	WATER_Bin_00013	M00152	Cytochrome bc1 complex	Pathway modules	Energy metabolism	ATP synthesis	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	0.3	FALSE	K00413,K00412,K00411	24083;22566;22567;17905;51184;62933;22565;24084	None
51	WATER_Bin_00013	M00154	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)	0.133333333	FALSE	K02258,K02259	12468;1134	None
52	WATER_Bin_00013	M00155	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K02275+(K02274+K02276,K15408)-K02277	0.5	FALSE	K02275	34789	None
53	WATER_Bin_00013	M00153	Cytochrome bd ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	K00425+K00426+(K00424,K22501)	0.666666667	FALSE	K00426,K00425	42026;42027;47248	None
54	WATER_Bin_00013	M00156	Cytochrome c oxidase, cbb3-type	Pathway modules	Energy metabolism	ATP synthesis	((K00404+K00405,K15862)+K00407+K00406)	0.75	TRUE	K00406,K00405,K00404	28403;12492;12493;54925;64805	None
55	WATER_Bin_00013	M00157	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	1	TRUE	K02109,K02108,K02111,K02112,K02113,K02114,K02115,K02110	25464;25462;24716;25466;25468;25465;25469;25467;39805;39807;39804;25463;39803;39806	None
56	WATER_Bin_00013	M00082	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))	0.375	FALSE	K02160,K01962,K01963	60770;44380;48713;53494;36352	None
57	WATER_Bin_00013	M00083	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))	1	TRUE	K09458,K01716,K00647,K00209,K02372,K00059	4110;19291;51231;47318;50782;56257;50877;4112	None
58	WATER_Bin_00013	M00873	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512	0.166666667	FALSE	K09458	4110	None
59	WATER_Bin_00013	M00874	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	K11262 K03955+K00645 K09458 K00059 K22541 K07512	0.333333333	FALSE	K09458,K00059	4110;4112	None
60	WATER_Bin_00013	M00086	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	K01897,K15013	1	TRUE	K01897	48708	None
61	WATER_Bin_00013	M00087	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)	0.333333333	FALSE	K00249	12405;30361	None
62	WATER_Bin_00013	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	Pathway modules	Lipid metabolism	Sterol biosynthesis	K00489 K12408 K07431 K00251 K00037 K00488 K08748 K01796 K10214 K12405 K08764 K11992	0.083333333	FALSE	K01796	12406	None
63	WATER_Bin_00013	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules	Lipid metabolism	Lipid metabolism	K00626 K01641 K01640 K00019 K01574	0.6	FALSE	K01640,K01641,K00626	27020;17295;57640;15721;24840;30590;32053;57641	None
64	WATER_Bin_00013	M00089	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)	0.25	FALSE	K00655	9494	None
65	WATER_Bin_00013	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	K00981 (K00998,K17103) K01613	0.666666667	FALSE	K17103,K00981	14009;21867;46946	None
66	WATER_Bin_00013	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))	0.75	TRUE	K01952,K00602,K01756,K01945,K00764,K08289	26575;20317;10308;48960;62518;40771;62519;33588	None
67	WATER_Bin_00013	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	K01939 K01756 (K00939,K18532,K18533,K00944) (K00940,K00873,K12406)	0.75	TRUE	K00940,K01939,K01756	23513;8352;30292;30291;10308;64154	None
68	WATER_Bin_00013	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00088 K01951 K00942 (K00940,K18533,K00873,K12406)	1	TRUE	K01951,K00940,K00088,K00942	18904;23513;8352;31545;18144;60927;18143;18905;60846	None
69	WATER_Bin_00013	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)	0.583333333	FALSE	K01956,K01465,K00609,K00762,K01955	9926;19241;14946;62619;38010;38813;47043;50017	None
70	WATER_Bin_00013	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K13800,K13809,K09903) (K00940,K18533) K01937	1	TRUE	K01937,K00940,K09903	11894;23513;8352;35470;62381	None
71	WATER_Bin_00013	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) (K00527,K21636) K01494 K01520 (K00560,K13998) K00943 K00940	0.625	FALSE	K00525,K00526,K00940,K00560,K01494,K00524	17729;18645;2817;23326;23513;8352;6757;23314;47389;64884;58853;1746;31371	None
72	WATER_Bin_00013	M00020	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00058 K00831 (K01079,K02203,K22305)	0.666666667	FALSE	K01079,K00831,K02203	16253;16765;23694;10714;50588;50589	None
73	WATER_Bin_00013	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733	0.4	FALSE	K01733,K02203,K02204	10972;10714;59811	None
74	WATER_Bin_00013	M00555	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	0.5	FALSE	K00108	32974;24215	None
75	WATER_Bin_00013	M00919	Ectoine degradation, ectoine => aspartate	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K15783 K15784 K15785 K15786	0.25	FALSE	K15785	20290	None
76	WATER_Bin_00013	M00609	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217	0.166666667	FALSE	K00789	16001	None
77	WATER_Bin_00013	M00017	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)	0.142857143	FALSE	K00548	5639	None
78	WATER_Bin_00013	M00034	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K01611 K00797 ((K01243,K01244) K00899,K00772) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)	0.125	FALSE	K00789	16001	None
79	WATER_Bin_00013	M00035	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)	0.25	FALSE	K00789	16001	None
80	WATER_Bin_00013	M00368	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933	0.333333333	FALSE	K00789	16001	None
81	WATER_Bin_00013	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01652+(K01653,K11258) K00053 K01687 K00826	1	TRUE	K01652,K01653,K00826,K00053,K01687	17029;17030;13576;63018;33471;51956;63017;34619;19801;54189;64254;64839	None
82	WATER_Bin_00013	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K09011 K01703+K01704 K00052	0.166666667	FALSE	K01704	44922;54747	None
83	WATER_Bin_00013	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	1	TRUE	K01652,K01653,K00826,K01754,K00053,K01687	17029;17030;13576;33064;63018;33471;51956;63017;34619;55022;42932;19801;54189;64254;64839	None
84	WATER_Bin_00013	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01649 (K01702,K01703+K01704) K00052	0.166666667	FALSE	K01704	44922;54747	None
